proof_id,domain,theorem_name,proof_text,is_correct,flaw_type,flaw_span_start,flaw_span_end
7273,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7274,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7275,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7276,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7277,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,equivocation,0,0
7278,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,equivocation,0,0
7279,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7280,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7281,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7282,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7283,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7284,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7285,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7286,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7287,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7288,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7289,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7290,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7291,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7292,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7293,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7294,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7295,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7296,NumberTheory,IrrationalSqrt2,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7297,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7298,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7299,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7300,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7301,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7302,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7303,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7304,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7305,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7306,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7307,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7308,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7309,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7310,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7311,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
7312,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7313,Calculus,ContinuityLinear,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7314,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7315,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7316,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7317,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,base_case,0,0
7318,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7319,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7320,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7321,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7322,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,base_case,0,0
7323,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7324,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
7325,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,base_case,0,0
7326,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7327,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7328,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7329,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7330,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7331,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7332,SetTheory,SubsetTransitive,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7333,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7334,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7335,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0
7336,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7337,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7338,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7339,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7340,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7341,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7342,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7343,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7344,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
7345,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7346,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7347,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7348,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,base_case,0,0
7349,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7350,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7351,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7352,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7353,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7354,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7355,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7356,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7357,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7358,Logic,DeMorgan,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7359,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7360,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7361,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7362,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7363,Calculus,ContinuityLinear,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7364,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Since (x-1) cancels, we divide by (x-1) even when x=1.",0,division_by_zero,0,0
7365,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=0 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",0,base_case,0,0
7366,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7367,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
7368,NumberTheory,SumFirstN,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7369,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,1,none,-1,-1
7370,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",0,equivocation,0,0
7371,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7372,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,0,base_case,0,0
7373,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7374,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7375,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,0,equivocation,0,0
7376,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7377,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7378,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7379,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7380,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7381,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7382,SetTheory,SubsetTransitive,"If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7383,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7384,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7385,Calculus,ContinuityLinear,"f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.
There exists k, hence for all k the statement holds.",0,misuse_quantifier,0,0
7386,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7387,NumberTheory,IrrationalSqrt2,"Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.
Therefore, for all n, n is prime.",0,non_sequitur,0,0
7388,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7389,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,1,none,-1,-1
7390,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.
Assume A is nonempty (not justified).",0,unstated_assumption,0,0
7391,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
7392,SetTheory,SubsetTransitive,If A⊆B and B⊆C then A⊆C: take x∈A ⇒ x∈B ⇒ x∈C.,0,equivocation,0,0
7393,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7394,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.
From a<b and c<d we conclude a+c<b (illegal).",0,illegal_step,0,0
7395,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7396,NumberTheory,SumFirstN,We prove the claim by assuming the claim is true; hence it is true.,0,circularity,0,0
7397,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7398,NumberTheory,SumFirstN,"Claim: 1+...+n = n(n+1)/2.
Proof by induction. Base: n=1 -> 1=1(2)/2. Inductive step: assume true for k; then sum to k+1 equals k(k+1)/2 + (k+1) = (k+1)(k+2)/2.",1,none,-1,-1
7399,NumberTheory,IrrationalSqrt2,Assume sqrt(2)=p/q in lowest terms. Then 2q^2=p^2 so p even -> p=2r -> 2q^2=4r^2 -> q even. Both even contradict lowest terms.,0,base_case,0,0
7400,Calculus,ContinuityLinear,f(x)=ax+b is continuous: given eps>0 choose delta=eps/|a| (a≠0; trivial if a=0). |f(x)-f(x0)|=|a||x-x0|<eps.,1,none,-1,-1
7401,Logic,DeMorgan,"For sets A,B: x∉A∪B iff x∉A and x∉B, hence (A∪B)^c = A^c∩B^c.",1,none,-1,-1
